@relation Invistico_Airline

@attribute satisfaction {satisfied,dissatisfied}
@attribute 'Customer Type' {'Loyal Customer','disloyal Customer'}
@attribute Age numeric
@attribute 'Type of Travel' {'Personal Travel','Business travel'}
@attribute Class {Eco,Business,'Eco Plus'}
@attribute 'Flight Distance' numeric
@attribute 'Seat comfort' numeric
@attribute 'Departure/Arrival time convenient' numeric
@attribute 'Food and drink' numeric
@attribute 'Gate location' numeric
@attribute 'Inflight wifi service' numeric
@attribute 'Inflight entertainment' numeric
@attribute 'Online support' numeric
@attribute 'Ease of Online booking' numeric
@attribute 'On-board service' numeric
@attribute 'Leg room service' numeric
@attribute 'Baggage handling' numeric
@attribute 'Checkin service' numeric
@attribute Cleanliness numeric
@attribute 'Online boarding' numeric
@attribute 'Departure Delay in Minutes' numeric
@attribute 'Arrival Delay in Minutes' numeric

@data
satisfied,'Loyal Customer',23,'Business travel',Business,2439,1,1,1,1,3,5,3,3,5,1,4,3,3,3,45,39
satisfied,'Loyal Customer',41,'Business travel',Business,2065,5,5,5,5,5,1,4,3,3,5,3,2,3,2,68,53
satisfied,'Loyal Customer',21,'Business travel',Business,4340,5,5,5,5,3,5,3,3,5,2,5,2,4,3,13,0
satisfied,'Loyal Customer',52,'Business travel',Business,3083,2,2,3,2,4,4,1,3,3,5,3,4,3,2,0,0
satisfied,'Loyal Customer',29,'Business travel',Business,5620,3,3,3,3,3,5,3,3,2,4,5,4,1,3,9,3
satisfied,'Loyal Customer',30,'Business travel',Business,1650,3,3,3,3,3,5,3,3,1,5,5,4,4,3,0,0
satisfied,'Loyal Customer',54,'Business travel',Business,468,1,1,1,1,2,1,1,3,3,5,3,2,3,5,1,12
satisfied,'Loyal Customer',39,'Business travel','Eco Plus',1755,3,2,2,2,3,5,3,3,3,1,2,2,3,3,92,75
satisfied,'Loyal Customer',37,'Business travel',Eco,1432,3,5,5,5,3,5,3,3,1,4,5,2,2,3,0,0
satisfied,'Loyal Customer',60,'Business travel','Eco Plus',329,5,5,2,5,5,4,1,3,3,5,3,5,3,1,27,22
satisfied,'Loyal Customer',63,'Business travel',Business,1883,5,5,4,5,2,5,5,3,3,5,3,4,3,2,21,35
satisfied,'Loyal Customer',22,'Business travel',Business,3477,4,4,4,4,3,5,3,3,5,2,1,5,1,3,0,0
satisfied,'Loyal Customer',41,'Business travel',Business,1012,5,5,5,5,1,4,1,3,3,5,3,1,3,4,0,0
satisfied,'Loyal Customer',50,'Business travel',Business,998,4,4,5,4,3,4,3,3,3,5,3,4,3,3,10,14
satisfied,'Loyal Customer',56,'Business travel',Business,3899,2,2,2,2,1,3,5,3,3,5,3,5,3,2,0,0
satisfied,'Loyal Customer',49,'Business travel','Eco Plus',2285,5,4,4,4,3,5,3,3,3,1,2,4,5,3,0,0
satisfied,'Loyal Customer',49,'Business travel',Eco,1544,5,2,3,3,3,5,3,3,2,4,1,2,3,3,34,30
satisfied,'Loyal Customer',25,'Business travel',Business,1940,1,1,1,1,3,5,3,3,2,1,2,2,5,3,53,37
satisfied,'Loyal Customer',29,'Business travel',Business,2993,3,3,3,3,3,5,3,3,2,1,3,3,5,3,0,0
satisfied,'Loyal Customer',44,'Business travel',Business,2880,4,4,4,4,1,5,5,3,3,5,3,3,3,4,0,0
satisfied,'Loyal Customer',36,'Business travel',Business,528,3,3,3,3,5,5,5,3,3,5,3,1,3,1,0,0
satisfied,'Loyal Customer',39,'Business travel',Eco,1648,3,5,1,5,3,5,3,3,1,1,1,1,5,3,0,0
satisfied,'Loyal Customer',37,'Business travel',Eco,1272,3,1,1,1,3,5,3,3,4,2,5,1,4,3,13,11
satisfied,'Loyal Customer',75,'Business travel',Business,397,2,2,2,2,2,2,3,3,3,5,3,2,3,3,0,0
satisfied,'Loyal Customer',35,'Business travel',Eco,1794,3,3,3,3,3,5,3,3,3,2,3,1,3,3,19,16
satisfied,'Loyal Customer',60,'Business travel',Eco,2699,5,2,5,5,3,3,2,3,3,5,3,2,3,1,0,0
satisfied,'Loyal Customer',60,'Business travel',Eco,1809,5,1,4,1,3,5,3,3,4,1,4,5,4,3,130,121
satisfied,'Loyal Customer',32,'Business travel',Business,5244,1,1,1,1,3,5,3,3,4,1,1,5,5,3,0,0
satisfied,'Loyal Customer',53,'Business travel',Eco,1824,5,1,1,1,3,5,3,3,4,3,4,3,2,3,0,0
satisfied,'Loyal Customer',52,'Business travel',Eco,98,5,4,4,4,3,3,4,3,3,5,3,2,3,1,0,0
satisfied,'Loyal Customer',24,'Business travel',Business,5329,5,5,5,5,3,5,3,3,5,2,3,1,2,3,0,0
satisfied,'Loyal Customer',40,'Business travel',Business,1732,3,5,3,3,1,1,4,3,3,5,3,1,3,3,16,15
satisfied,'Loyal Customer',47,'Business travel',Eco,2008,5,2,2,2,3,5,3,3,5,4,4,4,1,3,0,0
satisfied,'Loyal Customer',32,'Business travel',Business,2168,1,1,1,1,3,5,3,3,3,2,1,3,4,3,2,0
satisfied,'Loyal Customer',45,'Business travel',Eco,2164,5,3,3,3,3,5,3,3,5,1,1,5,5,3,0,0
satisfied,'Loyal Customer',63,'Business travel',Business,635,4,4,4,4,5,1,3,3,3,5,3,3,3,3,0,0
satisfied,'Loyal Customer',39,'Business travel',Eco,1942,3,5,5,5,3,5,3,3,5,1,5,1,5,3,0,0
satisfied,'Loyal Customer',38,'Business travel',Eco,3822,3,2,2,2,3,5,3,3,2,4,3,4,3,3,0,0
satisfied,'Loyal Customer',38,'Business travel',Eco,3883,3,4,4,4,3,5,3,3,5,1,3,4,1,3,18,28
satisfied,'Loyal Customer',34,'Business travel',Business,416,1,1,1,1,1,2,3,3,3,5,3,2,3,1,6,0
satisfied,'Loyal Customer',38,'Business travel',Business,3275,5,5,4,5,4,1,1,3,3,5,3,5,3,1,0,0
satisfied,'Loyal Customer',44,'Business travel',Business,2822,2,2,2,2,5,5,5,3,3,5,3,4,3,1,3,0
satisfied,'Loyal Customer',30,'Business travel',Business,3412,1,1,1,1,5,3,3,2,2,4,2,3,5,3,0,0
satisfied,'Loyal Customer',21,'Business travel',Business,3235,2,2,2,2,3,5,3,3,2,3,2,4,2,3,0,0
satisfied,'Loyal Customer',42,'Business travel',Business,1042,4,4,4,4,4,5,4,3,3,5,3,4,3,1,0,0
satisfied,'Loyal Customer',33,'Business travel',Business,5030,4,4,4,4,3,5,3,3,2,4,1,3,1,3,0,0
satisfied,'Loyal Customer',32,'Business travel',Business,2104,3,3,3,3,3,5,3,3,3,3,2,5,3,3,0,0
satisfied,'Loyal Customer',45,'Business travel',Eco,1970,5,2,2,2,5,3,3,3,2,4,3,3,3,3,559,555
satisfied,'Loyal Customer',29,'Business travel',Business,2473,3,3,5,3,5,3,3,4,1,4,5,3,4,3,133,140
satisfied,'Loyal Customer',54,'Business travel',Business,3096,3,5,3,3,5,3,5,3,3,5,3,5,3,1,0,0
satisfied,'Loyal Customer',21,'Business travel',Business,3088,4,4,3,4,3,5,3,3,1,2,3,2,3,3,0,0
satisfied,'Loyal Customer',43,'Business travel',Eco,2791,5,1,1,1,3,5,3,3,2,5,2,3,5,3,0,0
satisfied,'Loyal Customer',42,'Business travel','Eco Plus',540,5,4,4,4,1,1,5,3,3,5,3,4,3,1,0,0
satisfied,'Loyal Customer',42,'Business travel',Eco,2256,5,1,1,1,3,5,3,3,5,4,1,2,5,3,0,0
satisfied,'Loyal Customer',46,'Business travel',Business,2531,2,2,3,2,5,1,2,3,3,5,3,2,3,1,0,0
satisfied,'Loyal Customer',49,'Business travel',Business,2560,4,4,4,4,2,1,3,3,3,5,3,2,3,5,0,4
satisfied,'Loyal Customer',38,'Business travel','Eco Plus',2653,3,5,5,5,3,5,3,3,2,5,4,1,5,3,44,?
satisfied,'Loyal Customer',38,'Business travel',Eco,1818,3,2,2,2,3,5,3,3,2,4,2,1,1,3,0,0
satisfied,'Loyal Customer',39,'Business travel',Business,3091,2,2,2,2,1,4,3,3,3,5,3,1,3,4,44,42
satisfied,'Loyal Customer',51,'Business travel',Business,3620,1,1,1,1,3,4,1,3,3,5,3,1,3,1,43,55
satisfied,'Loyal Customer',36,'Business travel',Eco,2931,3,4,4,4,3,5,3,3,4,5,2,5,1,3,0,20
satisfied,'Loyal Customer',36,'Business travel','Eco Plus',1772,3,4,4,4,3,5,3,3,1,1,5,4,5,3,0,0
satisfied,'Loyal Customer',47,'Business travel',Business,2661,3,3,3,3,5,3,3,4,2,4,1,3,4,3,6,4
satisfied,'Loyal Customer',62,'Business travel',Eco,58,5,1,1,1,3,1,5,3,3,5,3,3,3,1,4,6
satisfied,'Loyal Customer',58,'Business travel',Eco,1638,5,3,3,3,3,5,3,3,5,5,5,4,2,3,0,0
satisfied,'Loyal Customer',43,'Business travel',Business,1923,3,3,3,3,3,1,5,3,3,5,3,1,3,4,32,33
satisfied,'Loyal Customer',28,'Business travel',Business,3717,4,4,2,4,3,5,3,3,5,3,4,3,3,3,96,98
satisfied,'Loyal Customer',44,'Business travel',Eco,561,5,1,1,1,5,4,5,3,3,5,3,1,3,1,1,0
satisfied,'Loyal Customer',43,'Business travel',Eco,471,5,1,1,1,1,1,5,3,3,5,3,4,3,5,0,0
satisfied,'Loyal Customer',40,'Business travel','Eco Plus',3400,3,4,4,4,5,3,3,4,2,3,1,3,3,3,0,0
satisfied,'Loyal Customer',30,'Business travel',Business,3641,3,3,3,3,3,5,3,3,3,3,2,4,5,3,0,0
satisfied,'Loyal Customer',38,'Business travel',Eco,1515,3,5,5,5,3,5,3,3,5,2,1,2,4,3,0,0
satisfied,'Loyal Customer',35,'Business travel',Eco,2694,3,4,4,4,3,5,3,3,2,4,4,3,3,3,3,0
satisfied,'Loyal Customer',58,'Business travel',Business,221,3,3,3,3,5,2,5,4,4,5,3,1,4,2,0,18
satisfied,'Loyal Customer',50,'Business travel',Business,2263,2,2,2,2,3,3,3,4,4,5,3,4,4,4,0,0
satisfied,'Loyal Customer',33,'Business travel',Business,96,3,3,4,3,2,2,5,4,4,5,3,4,4,3,0,3
satisfied,'Loyal Customer',37,'Business travel',Business,3102,4,4,4,4,3,3,5,4,4,5,3,5,4,2,0,1
satisfied,'Loyal Customer',43,'Business travel',Business,1557,5,5,3,5,3,5,2,4,4,5,3,2,4,4,0,0
satisfied,'Loyal Customer',36,'Business travel',Business,84,4,4,4,4,3,5,4,4,4,5,3,1,4,4,0,0
satisfied,'Loyal Customer',42,'Business travel',Business,2350,4,4,1,4,4,2,3,4,4,5,3,3,4,1,0,0
satisfied,'Loyal Customer',40,'Business travel',Business,3902,1,1,2,1,4,5,1,4,4,5,3,2,4,3,0,0
satisfied,'Loyal Customer',48,'Business travel',Business,2668,4,4,4,4,2,4,1,4,4,5,3,1,4,4,0,0
satisfied,'Loyal Customer',45,'Business travel',Business,1756,5,5,5,5,4,1,3,4,4,5,3,4,4,1,0,0
satisfied,'Loyal Customer',56,'Business travel',Business,226,3,3,3,3,1,4,1,4,4,5,3,5,4,3,125,130
satisfied,'Loyal Customer',38,'Business travel',Business,2990,5,5,4,5,2,1,3,4,4,5,3,3,4,1,10,3
satisfied,'Loyal Customer',20,'Business travel',Eco,1931,4,1,1,1,4,5,3,4,1,5,5,2,1,4,0,0
satisfied,'Loyal Customer',33,'Business travel',Business,1238,3,3,3,3,4,5,3,4,1,4,3,1,4,4,0,0
satisfied,'Loyal Customer',12,'Business travel',Eco,1552,4,4,4,4,4,5,3,4,5,5,2,2,2,4,0,0
satisfied,'Loyal Customer',47,'Business travel',Business,3610,1,1,1,1,5,4,5,4,4,5,3,4,4,1,0,0
satisfied,'Loyal Customer',53,'Business travel',Business,250,4,4,4,4,2,2,3,4,4,5,3,1,4,4,0,0
satisfied,'Loyal Customer',21,'Business travel',Business,4547,1,1,1,1,5,3,4,4,1,4,5,4,2,4,450,470
satisfied,'Loyal Customer',41,'Business travel',Business,73,5,5,5,5,3,2,4,4,4,5,3,4,4,2,0,0
satisfied,'Loyal Customer',56,'Business travel',Business,80,3,3,3,3,3,4,1,4,4,5,3,2,4,2,0,0
satisfied,'Loyal Customer',20,'Business travel','Eco Plus',2140,4,1,1,1,4,5,3,4,4,4,1,5,4,4,0,0
satisfied,'Loyal Customer',16,'Business travel','Eco Plus',1858,4,3,3,3,4,5,3,4,2,3,1,5,2,4,0,0
satisfied,'Loyal Customer',36,'Business travel',Business,84,3,3,3,3,3,4,3,4,4,5,3,2,4,1,0,0
satisfied,'Loyal Customer',41,'Business travel',Business,2958,2,2,2,2,2,2,4,4,4,5,3,4,4,3,67,72
satisfied,'Loyal Customer',39,'Business travel',Business,3309,5,5,5,5,5,2,5,4,4,5,3,5,4,4,0,0
satisfied,'Loyal Customer',26,'Business travel',Eco,2005,5,5,5,5,5,5,3,5,3,1,3,1,1,5,21,26
satisfied,'Loyal Customer',54,'Business travel',Business,2662,1,1,5,1,2,1,5,5,5,5,3,4,5,4,0,6
satisfied,'Loyal Customer',69,'Business travel',Business,233,4,4,4,4,2,5,1,5,5,5,3,5,5,5,4,0
satisfied,'Loyal Customer',64,'Business travel',Business,1830,4,4,4,4,5,3,5,4,4,3,2,5,2,5,147,259
satisfied,'Loyal Customer',52,'Business travel',Business,3576,2,2,2,2,3,5,4,5,5,5,3,1,5,1,0,0
satisfied,'Loyal Customer',36,'Business travel',Business,1914,1,1,1,1,2,3,5,5,5,5,3,1,5,5,0,0
satisfied,'Loyal Customer',42,'Business travel',Business,239,3,3,3,3,1,3,1,5,5,5,3,4,5,3,0,0
satisfied,'Loyal Customer',24,'Business travel','Eco Plus',2294,5,4,4,4,5,5,3,5,2,2,2,4,5,5,0,0
satisfied,'Loyal Customer',24,'Business travel',Eco,2232,3,4,4,4,5,5,3,5,3,1,4,5,3,5,0,14
satisfied,'Loyal Customer',24,'Business travel','Eco Plus',2053,5,3,2,2,5,5,3,5,1,2,4,2,1,5,0,3
satisfied,'Loyal Customer',35,'Business travel',Business,2617,1,1,1,1,5,2,4,5,5,5,3,3,5,5,1,0
satisfied,'Loyal Customer',53,'Business travel',Business,236,4,4,4,4,1,4,3,5,5,5,3,4,5,3,25,14
satisfied,'Loyal Customer',49,'Business travel',Business,224,5,5,5,5,1,3,4,5,5,5,3,1,5,3,0,0
satisfied,'Loyal Customer',48,'Business travel',Business,2571,4,4,4,4,4,5,5,5,5,5,3,3,5,1,0,0
satisfied,'Loyal Customer',54,'Business travel',Business,2325,5,5,5,5,3,3,4,5,5,5,3,1,5,2,0,0
satisfied,'Loyal Customer',39,'Business travel',Business,80,1,1,4,1,2,3,5,5,5,5,3,4,5,4,0,0
satisfied,'Loyal Customer',22,'Business travel',Eco,1064,5,5,5,5,5,5,3,5,4,2,2,3,5,5,0,0
satisfied,'Loyal Customer',22,'Business travel','Eco Plus',1633,5,1,1,1,5,5,3,5,2,4,5,2,3,5,0,0
satisfied,'Loyal Customer',22,'Business travel',Eco,2565,5,1,1,1,5,5,3,5,4,4,3,1,5,5,4,3
satisfied,'Loyal Customer',22,'Business travel','Eco Plus',2417,5,1,1,1,5,5,3,5,2,5,1,4,3,5,16,19
satisfied,'Loyal Customer',22,'Business travel',Eco,1962,5,1,1,1,5,5,3,5,3,2,2,3,1,5,0,0
satisfied,'Loyal Customer',35,'Business travel',Business,95,4,4,4,4,4,5,2,5,5,5,3,5,5,4,13,4
satisfied,'Loyal Customer',57,'Business travel',Business,69,1,1,1,1,1,1,3,5,5,5,3,3,5,4,0,0
satisfied,'Loyal Customer',72,'Business travel',Business,77,5,5,5,5,2,5,2,5,5,5,3,1,5,3,0,0
satisfied,'Loyal Customer',60,'Business travel',Business,2616,3,3,3,3,5,5,4,5,5,5,3,5,5,4,13,3
satisfied,'Loyal Customer',54,'Business travel',Business,140,2,2,3,2,3,4,5,5,5,5,3,1,5,4,0,0
satisfied,'Loyal Customer',46,'Business travel',Business,88,2,2,2,2,5,4,4,5,5,5,3,1,5,5,0,0
satisfied,'Loyal Customer',57,'Business travel',Business,70,5,5,5,5,4,3,4,5,5,5,3,2,5,4,7,4
satisfied,'Loyal Customer',46,'Business travel',Business,2928,1,1,1,1,4,3,2,5,5,5,3,4,5,3,0,0
satisfied,'Loyal Customer',22,'Business travel',Business,5313,5,5,5,5,5,5,3,5,2,3,5,2,1,5,0,23
satisfied,'Loyal Customer',20,'Business travel',Eco,1231,5,2,2,2,5,5,3,5,4,3,4,3,1,5,0,0
satisfied,'Loyal Customer',51,'Business travel',Business,2178,1,1,1,1,3,4,3,5,5,5,3,1,5,2,10,1
satisfied,'Loyal Customer',33,'Business travel',Business,2596,3,3,3,3,3,4,1,5,5,5,3,5,5,1,0,2
satisfied,'Loyal Customer',65,'Business travel',Business,2227,3,3,3,3,2,2,4,5,5,5,3,3,5,2,3,5
satisfied,'Loyal Customer',23,'Business travel',Business,4456,5,5,5,5,5,5,3,5,2,5,4,3,3,5,9,0
satisfied,'Loyal Customer',85,'Business travel',Business,4630,1,3,1,1,5,3,5,5,5,5,1,5,5,5,0,0
satisfied,'Loyal Customer',17,'Business travel','Eco Plus',2763,5,1,1,1,5,5,3,5,2,1,3,1,5,5,12,9
satisfied,'Loyal Customer',16,'Business travel',Eco,1630,3,3,3,3,5,5,3,5,4,3,1,1,2,5,0,0
satisfied,'Loyal Customer',14,'Business travel',Eco,2133,5,4,4,4,5,5,3,5,5,3,4,4,2,5,0,1
satisfied,'Loyal Customer',37,'Business travel',Business,105,4,4,4,4,2,4,4,5,5,5,3,3,5,5,0,0
satisfied,'Loyal Customer',35,'Business travel',Business,3977,5,5,5,5,2,2,2,5,5,5,3,1,5,1,0,6
satisfied,'Loyal Customer',12,'Business travel','Eco Plus',2135,5,1,1,1,5,5,3,5,2,1,3,4,4,5,0,0
satisfied,'Loyal Customer',39,'Business travel',Business,89,3,3,2,3,3,1,3,5,5,5,3,4,5,2,5,7
satisfied,'Loyal Customer',11,'Business travel','Eco Plus',3925,5,2,5,2,5,3,5,5,3,5,2,5,2,5,0,0
satisfied,'Loyal Customer',49,'Business travel',Business,78,4,4,3,4,1,2,5,5,5,5,3,4,5,3,0,0
satisfied,'Loyal Customer',43,'Business travel',Business,1697,2,2,2,2,2,2,4,5,5,5,3,1,5,5,7,2
satisfied,'Loyal Customer',26,'Business travel',Eco,2560,5,4,4,4,5,5,3,5,2,2,2,5,4,5,0,0
satisfied,'Loyal Customer',31,'Business travel',Business,1394,4,4,2,4,5,5,3,5,3,3,1,2,4,5,12,9
satisfied,'Loyal Customer',60,'Business travel',Business,3799,2,2,2,2,4,3,2,5,5,5,3,3,5,1,0,0
satisfied,'Loyal Customer',43,'Business travel',Business,2044,1,1,1,1,4,1,3,5,5,5,3,1,5,5,0,0
satisfied,'Loyal Customer',25,'Business travel',Eco,2280,5,2,2,2,5,5,3,5,5,4,4,5,4,5,6,0
satisfied,'Loyal Customer',39,'Business travel',Business,1769,3,3,3,3,1,3,2,5,5,5,3,4,5,3,0,0
satisfied,'Loyal Customer',49,'Business travel',Business,260,2,2,2,2,5,4,4,5,5,5,3,2,5,4,0,0
satisfied,'Loyal Customer',37,'Business travel',Business,228,5,4,5,5,4,2,1,5,5,5,3,5,5,1,0,0
satisfied,'Loyal Customer',55,'Business travel',Business,215,5,1,5,5,2,4,2,5,5,5,3,4,5,3,6,0
satisfied,'Loyal Customer',54,'Business travel',Business,2030,3,3,3,3,5,5,5,5,5,5,3,4,5,4,0,0
satisfied,'Loyal Customer',50,'Business travel',Business,3479,5,1,5,5,3,3,1,5,5,5,3,4,5,4,45,59
satisfied,'Loyal Customer',24,'Business travel',Eco,1529,5,2,2,2,5,5,3,5,4,5,1,4,3,5,0,0
satisfied,'Loyal Customer',24,'Business travel','Eco Plus',1718,5,1,1,1,5,5,3,5,3,5,1,5,1,5,0,0
satisfied,'Loyal Customer',24,'Business travel',Eco,1584,5,5,5,5,5,5,3,5,2,1,3,5,3,5,43,44
satisfied,'Loyal Customer',36,'Business travel',Business,242,5,5,5,5,4,1,3,5,5,5,3,2,5,5,0,0
satisfied,'Loyal Customer',31,'Business travel',Business,3031,5,5,5,5,5,5,3,5,1,5,5,2,4,5,9,9
satisfied,'Loyal Customer',22,'Business travel',Business,954,5,5,5,5,5,5,3,5,2,4,4,4,1,5,4,2
satisfied,'Loyal Customer',23,'Business travel',Eco,1909,5,1,1,1,5,5,3,5,5,5,2,3,3,5,76,67
satisfied,'Loyal Customer',23,'Business travel','Eco Plus',1189,5,3,3,3,5,5,3,5,3,5,3,2,4,5,82,91
satisfied,'Loyal Customer',23,'Business travel','Eco Plus',2717,5,4,4,4,5,5,3,5,1,4,1,5,4,5,0,1
satisfied,'Loyal Customer',23,'Business travel',Eco,1841,5,5,5,5,5,5,3,5,1,2,1,5,2,5,67,44
satisfied,'Loyal Customer',48,'Business travel',Business,90,1,1,1,1,5,3,3,5,5,5,3,2,5,1,0,0
satisfied,'Loyal Customer',43,'Business travel',Business,2612,4,4,4,4,4,4,2,5,5,5,3,1,5,5,0,0
satisfied,'Loyal Customer',60,'Business travel',Business,2778,2,2,2,2,2,4,5,5,5,5,3,1,5,3,0,0
satisfied,'Loyal Customer',33,'Business travel',Business,1616,3,1,3,3,2,3,4,5,5,5,3,5,5,4,0,0
satisfied,'Loyal Customer',55,'Business travel',Business,1728,3,3,3,3,3,2,5,5,5,5,3,3,5,1,0,3
satisfied,'Loyal Customer',55,'Business travel',Business,3185,4,4,4,4,3,3,2,5,5,5,3,3,5,1,0,0
satisfied,'Loyal Customer',26,'Business travel',Business,1121,5,5,4,5,5,5,3,5,2,3,5,3,5,5,0,0
satisfied,'Loyal Customer',22,'Business travel','Eco Plus',1654,5,1,3,1,5,5,3,5,4,4,1,3,2,5,0,4
satisfied,'Loyal Customer',22,'Business travel',Eco,1394,5,2,2,2,5,5,3,5,4,3,2,5,5,5,16,28
satisfied,'Loyal Customer',71,'Business travel',Business,76,2,2,2,2,3,3,4,5,5,5,3,3,5,2,1,6
satisfied,'Loyal Customer',49,'Business travel',Business,72,4,4,4,4,4,2,5,5,5,5,3,2,5,1,0,0
satisfied,'Loyal Customer',44,'Business travel',Business,90,3,3,5,3,5,5,4,5,5,5,3,5,5,4,9,0
satisfied,'Loyal Customer',41,'Business travel',Business,3835,1,1,1,1,1,3,3,5,5,5,3,5,5,3,108,109
satisfied,'Loyal Customer',19,'Business travel','Eco Plus',4044,5,4,4,4,5,3,5,5,2,1,4,5,3,5,6,32
satisfied,'Loyal Customer',53,'Business travel',Business,90,4,4,4,4,2,3,1,5,5,5,3,5,5,5,0,0
satisfied,'Loyal Customer',18,'Business travel','Eco Plus',3984,5,2,2,2,5,5,3,5,4,5,3,5,5,5,0,2
satisfied,'Loyal Customer',18,'Business travel',Eco,2115,5,4,2,2,5,5,3,5,1,4,4,5,5,5,0,0
satisfied,'Loyal Customer',18,'Business travel','Eco Plus',1963,5,1,1,1,5,5,3,5,1,2,5,5,5,5,1,0
satisfied,'Loyal Customer',42,'Business travel',Business,1660,5,2,5,5,3,2,5,5,5,5,3,5,5,3,38,56
satisfied,'Loyal Customer',17,'Business travel',Eco,2099,5,5,5,5,5,5,3,5,4,1,1,3,5,5,0,5
satisfied,'Loyal Customer',16,'Business travel',Eco,2421,5,3,3,3,5,5,3,5,2,1,4,2,1,5,91,74
satisfied,'Loyal Customer',59,'Business travel',Business,2280,4,4,4,4,4,5,3,5,5,5,3,2,5,4,0,0
satisfied,'Loyal Customer',47,'Business travel',Business,2672,2,2,2,2,5,3,3,5,5,5,3,5,5,3,0,0
satisfied,'Loyal Customer',53,'Business travel',Business,100,2,2,2,2,1,2,2,5,5,5,3,3,5,2,0,7
satisfied,'Loyal Customer',34,'Business travel',Business,91,5,5,5,5,2,3,5,5,5,5,3,2,5,5,0,4
satisfied,'Loyal Customer',39,'Business travel',Business,3519,4,4,4,4,5,5,5,5,5,5,3,3,5,2,8,9
satisfied,'Loyal Customer',26,'Business travel',Business,3177,3,3,3,3,5,5,3,5,1,1,1,4,1,5,0,0
satisfied,'Loyal Customer',36,'Business travel',Business,203,4,4,4,4,3,5,4,5,5,5,3,5,5,2,0,4
satisfied,'Loyal Customer',35,'Business travel',Business,2666,5,5,5,5,4,2,1,5,5,5,3,4,5,4,0,0
satisfied,'Loyal Customer',72,'Business travel',Business,2796,4,4,4,4,5,4,2,5,5,5,3,4,5,4,0,0
satisfied,'Loyal Customer',59,'Business travel',Business,2845,2,2,2,2,3,3,2,5,5,5,3,3,5,3,0,0
satisfied,'Loyal Customer',32,'Business travel',Business,1658,2,2,2,2,5,5,3,5,1,5,5,5,1,5,0,0
satisfied,'Loyal Customer',27,'Business travel',Business,4250,1,1,1,1,5,5,3,5,5,1,2,3,4,5,0,0
satisfied,'Loyal Customer',62,'Business travel',Business,265,1,1,1,1,2,1,3,5,5,5,3,5,5,5,3,2
satisfied,'Loyal Customer',54,'Business travel',Business,3155,5,5,3,5,4,2,3,5,5,5,3,2,5,2,1,0
satisfied,'Loyal Customer',35,'Business travel',Business,247,3,3,3,3,2,5,1,5,5,5,3,5,5,3,2,1
satisfied,'Loyal Customer',52,'Business travel',Business,2409,3,3,3,3,4,2,1,5,5,5,3,1,5,1,0,0
satisfied,'Loyal Customer',25,'Business travel',Eco,3671,5,3,3,3,5,3,5,4,1,3,2,5,2,5,0,24
satisfied,'Loyal Customer',43,'Business travel',Business,3642,4,4,4,4,4,3,2,5,5,5,3,3,5,2,0,0
satisfied,'Loyal Customer',52,'Business travel',Business,3927,1,1,1,1,3,1,5,5,5,5,3,1,5,2,0,50
satisfied,'Loyal Customer',45,'Business travel',Business,3575,2,2,2,2,4,4,2,5,5,5,3,2,5,4,0,0
satisfied,'Loyal Customer',27,'Business travel',Business,1943,1,1,1,1,5,5,3,5,4,2,2,3,5,5,0,0
satisfied,'Loyal Customer',33,'Business travel',Business,1970,2,2,2,2,5,5,3,5,2,5,5,5,1,5,0,0
satisfied,'Loyal Customer',62,'Business travel',Business,1591,3,3,3,3,4,5,1,5,5,5,3,1,5,3,22,10
satisfied,'Loyal Customer',49,'Business travel',Business,210,1,1,1,1,5,5,1,5,5,5,3,1,5,3,32,32
satisfied,'Loyal Customer',39,'Business travel',Business,2762,5,5,5,5,3,3,3,5,5,5,3,4,5,4,0,0
satisfied,'Loyal Customer',24,'Business travel',Eco,878,5,5,4,5,5,5,3,5,1,1,1,2,4,5,0,0
satisfied,'Loyal Customer',40,'Business travel',Business,223,5,5,2,5,5,1,2,5,5,5,3,3,5,3,0,0
satisfied,'Loyal Customer',60,'Business travel',Business,239,2,2,2,2,2,4,1,5,5,5,3,2,5,4,0,0
satisfied,'Loyal Customer',59,'Business travel',Business,1894,3,3,3,3,3,5,1,5,5,5,3,5,5,1,0,0
satisfied,'Loyal Customer',41,'Business travel',Business,3516,2,2,2,2,3,2,2,5,5,5,3,2,5,2,2,0
satisfied,'Loyal Customer',55,'Business travel',Business,233,5,5,3,5,1,5,3,5,5,5,3,2,5,4,19,3
satisfied,'Loyal Customer',42,'Business travel',Business,3027,3,3,3,3,5,3,4,5,5,5,3,5,5,4,29,14
satisfied,'Loyal Customer',23,'Business travel',Eco,3831,5,3,3,3,5,5,3,5,5,5,3,4,5,5,0,0
satisfied,'Loyal Customer',23,'Business travel',Eco,2446,5,2,3,3,5,5,3,5,1,5,4,2,1,5,0,0
satisfied,'Loyal Customer',23,'Business travel',Eco,2253,5,4,4,4,5,5,3,5,1,2,1,3,4,5,30,25
satisfied,'Loyal Customer',23,'Business travel',Eco,1996,5,2,2,2,5,5,3,5,5,1,1,2,3,5,0,3
satisfied,'Loyal Customer',53,'Business travel',Business,3240,4,4,4,4,4,2,2,5,5,5,3,2,5,3,0,2
satisfied,'Loyal Customer',22,'Business travel',Eco,2042,5,4,4,4,5,5,3,5,4,1,4,1,3,5,0,0
